age,income,utilization,delinquency_count,default
41,5170.442473341751,0.43427942878958037,0,0
53,5089.662263720099,0.65619791031888,1,0
29,6159.029493398811,0.4283755976239281,0,1
68,7269.897546342247,0.18613037759121476,0,0
73,6309.8565716954345,0.45561131934177723,1,0
46,4370.345798954457,0.06550903238936549,0,0
52,3400.01616421387,0.47289205048726046,0,0
18,3791.1543595356493,0.8101808836023322,0,0
18,3841.5154257232957,0.7173635900381323,0,0
54,5174.070023208793,0.6151838122665411,0,0
71,4618.130663212678,0.3710632719584841,0,0
23,6913.663923442336,0.6144848637382085,0,0
56,5856.934546643599,0.6716046377269961,0,0
58,4860.367697995636,0.6807660211370543,0,1
70,7551.274066591665,0.4721841882585832,1,0
35,4345.345867196932,0.4211923070471777,0,0
33,4789.049912437439,0.6234225850778357,0,0
22,4439.181687293481,0.6183359859946097,0,0
59,6088.978185753089,0.40676953165944146,0,0
60,5153.579470155165,0.3952681953248637,0,0
49,9048.082937126705,0.13452043703554875,0,0
74,4057.219999881763,0.39498063142590256,1,0
19,4494.011317148537,0.5253422755699556,0,0
19,5239.529245437829,0.49724284223984394,0,0
57,5147.44778584386,0.10181373648974826,1,0
59,3956.9473442772332,0.24184199409324555,0,0
53,5661.20043708307,0.5479062804835944,2,1
56,5036.058510641488,0.47844784376968985,0,1
73,6334.983022990125,0.7751852355981025,1,0
29,7074.560486600972,0.09476071328061875,0,0
64,6198.991494609638,0.7927756053082793,0,1
36,5986.289012042832,0.43096227256462716,2,0
45,6165.1053689180035,0.7031258773935729,1,0
18,3498.4323176590237,0.07405665286504937,0,0
32,4216.308635982022,0.07527022704090365,1,0
53,2929.477951504684,0.5390511739236865,0,0
71,6266.499488022291,0.5984527201016625,0,0
30,5234.888800348942,0.48921682867527255,1,0
60,5032.119427909709,0.29039133658822414,1,0
38,6142.533344073373,0.39721949166571313,0,0
29,9751.898718792238,0.2181376533758212,0,0
22,5109.876902801003,0.6471619418036061,1,0
24,5797.2438131163135,0.291208545475796,0,0
22,3662.6095898753765,0.2942737474416889,1,0
65,7384.9299867138425,0.4055265156660237,0,0
70,3537.185891071039,0.14800175858109157,2,0
21,4402.369133650198,0.07843007109051929,0,0
30,6744.887633335658,0.6417311628609486,0,0
54,2229.716354396719,0.32314137753558503,1,0
70,3640.7778896439754,0.25348006062141004,0,0
58,4215.0436904663,0.44763626384606214,0,0
32,3237.0049699691044,0.48694880335324514,0,0
33,4461.658718819006,0.23400804059020563,0,0
38,8205.61595955667,0.26601365051506487,1,0
53,2906.793235042057,0.08774735795049371,0,0
41,3631.144333250491,0.7196716755319669,0,0
33,4453.226854627559,0.47517995017782033,0,0
31,7012.395668884707,0.4861698765706678,0,0
71,4539.615888654646,0.10109529917976041,0,0
39,8149.999882624221,0.8799384099183405,0,0
66,5419.239687197622,0.25806928283477953,1,0
67,3934.9234897721744,0.586099169484746,0,1
23,4807.789930453968,0.8765420427419921,0,1
59,6920.351329202719,0.18868751935785982,0,0
53,7421.138977058981,0.8160961119447434,0,0
18,4858.111952054729,0.15639019702213808,0,0
49,4449.183242991454,0.17902761542120119,0,0
23,6491.5341186489495,0.6133748715488939,2,0
48,5502.5489628066225,0.576950947759378,0,0
18,4623.376368965646,0.20826714114166323,0,0
67,5988.8421645419285,0.9534504127800643,0,0
68,6127.758844397635,0.07232944083022709,0,0
54,4239.337455074907,0.6244351513691655,1,0
52,6909.650909097264,0.291248427257028,0,0
66,4113.468581927219,0.21948998748278375,0,0
47,4943.151653520526,0.01308103460271402,1,0
21,4856.025492284833,0.2970595530471103,0,0
52,9648.462686099268,0.2373766656024628,1,0
60,7101.652523959271,0.15187833766054387,0,0
31,3734.3754612254156,0.4781213947325835,1,0
66,3686.461998582069,0.35943479178918675,0,0
57,4420.95175489451,0.05733079639982125,1,0
39,4360.052527209786,0.9805885738815076,0,0
27,6776.240427978485,0.17648947546013433,0,0
18,5430.0275850068465,0.7828260890643635,0,0
28,4183.106636447935,0.11838635582697754,0,0
68,4423.842298845082,0.2813900346728827,0,0
61,2724.9920920497407,0.4244956521929676,0,0
41,4595.16553505967,0.38278851975259975,0,0
20,3646.0112599498634,0.5483722609101673,0,0
52,6159.586299674255,0.4846163321528525,0,0
53,4197.917175764014,0.14429000333873157,1,0
48,4568.874296788988,0.1498404796100129,1,0
21,4503.402788903864,0.1543948680235778,0,0
36,6998.381228197714,0.44312462169485944,1,0
64,4473.20849228689,0.8236979938575559,0,0
53,9600.683311180052,0.3680918544010764,0,0
38,8910.274970396742,0.785805998652265,0,0
35,4164.644444880489,0.4495243968379878,0,0
68,4363.978717351527,0.30122790565190705,0,0
45,5941.261486804389,0.49440415586359965,1,1
32,5410.3787281126315,0.4832209894252074,0,0
59,5964.838225259023,0.555476370815734,0,0
19,3456.469999715938,0.21888281680606808,0,0
54,7770.57078479983,0.1083179246606028,0,0
28,2663.781328345529,0.24570423393708477,0,0
40,3527.5414958043466,0.07376448692642203,0,0
61,5871.9677591719665,0.36598654762236366,0,0
58,2492.3918721176824,0.4607435419249808,0,0
29,3958.312558353424,1.000026531020847,0,0
20,4560.7274025165625,0.874652540016549,0,0
69,4185.934887537883,0.25970619204258927,0,0
34,6440.499610797231,0.8471961545282789,0,0
50,8816.241636321087,0.2957960196928717,0,0
72,3463.7091344657156,0.2965799855313005,0,1
18,4136.125188862963,0.1603774888597402,0,0
56,7097.599288648898,0.8511149030367828,1,0
37,6729.129640609087,0.1985129156211246,1,0
64,9445.000044289234,0.3095184951858023,0,0
60,8253.202062443776,0.215301113844097,0,0
69,6340.082821606849,0.7952150193892137,0,0
74,7561.731922923008,0.4140212941569872,0,0
58,6518.459599080509,0.4753181751398816,0,0
31,3790.1667109879663,0.4392561348321884,0,0
48,9581.22147518607,0.28678078724111516,0,0
42,4046.872885778308,0.4357047757275525,1,0
20,7661.208778226516,0.3788235388082677,0,0
21,2498.5534985117056,0.716818185273565,0,1
48,5092.8277162130435,0.3778227195142121,0,0
52,4464.280265617823,0.520325896164219,2,0
61,4562.8887698605295,0.2731637731069031,0,0
31,3640.39236247008,0.9027021174456544,1,1
66,4397.921551784593,0.4856792138144375,1,0
58,3314.5703856139444,0.6045556299427055,0,0
26,5412.716405826609,0.39028883469665376,1,0
37,6175.83558077371,0.5539304307547408,0,0
49,4205.342293858133,0.3605396138224407,0,0
26,6113.88890474978,0.2253280362802667,0,0
44,5156.785984898866,0.05253399314128075,0,0
20,5701.180914982493,0.8676610750104654,0,1
74,3731.1096492508887,0.7043486687196653,1,0
70,3577.20091979368,0.28359164056659214,0,0
21,5698.684702805668,0.2792827076242391,0,0
62,7335.070065749215,0.13985138201004568,0,0
32,4919.899564825831,0.3342855704483332,0,0
50,3585.156626518274,0.23637077661009914,1,0
22,7919.66341534406,0.5850658189666882,0,0
21,6364.979287784479,0.43770860851801635,0,0
63,7016.33277001829,0.8978237049627209,0,0
29,6995.375009542518,0.43602569508545963,0,0
40,4353.796382518708,0.5536089919420178,0,0
31,4943.1128128121345,0.6158241889483458,0,0
63,5456.36894205164,0.32497643988532593,0,0
29,6778.34221010822,0.8044295204551608,0,0
74,6932.226592069183,0.5033874866714496,0,0
34,4304.138041062444,0.5967162912846912,0,0
42,6032.986942990476,0.7949936342341393,0,0
47,4881.7393378905945,0.2850157799232173,1,0
39,4406.780905969874,0.4122534193562576,0,0
64,4764.670963672806,0.12359914325010496,0,0
43,3450.0550439330104,0.6249211147807783,0,0
34,6193.95010810372,0.5495655244855296,0,0
72,6408.838274332987,0.5044609496543762,0,0
71,2840.6501734447365,0.03937297358142697,1,0
37,5139.276830588061,0.3657712236532957,0,0
51,6211.190959796641,0.6217354411158184,0,0
58,3444.62277294708,0.47732008865087966,0,0
50,5128.063472897584,0.2824701539591156,0,0
54,3309.7634154003354,0.2833974998473832,1,0
24,2772.542215432698,0.9046867670690195,1,0
39,5674.09758276668,0.46511309434689707,1,0
49,5176.598743292261,0.6459924933355462,0,0
31,5157.731199782738,0.808353601806185,1,0
25,9747.01718942162,0.20027778209220645,0,0
74,7110.103437619875,0.15501481419377588,0,0
42,2729.648752735602,0.05840936134187505,2,0
33,4068.588402844548,0.17697166130880587,0,0
59,4816.5277140566795,0.15216772835734368,0,0
36,3729.9551650118497,0.23594665921751218,0,0
58,3576.903711082588,0.334566248527049,0,0
72,5542.8653807899145,0.28935233694770535,0,0
33,2580.688951109427,0.258493155894567,1,0
29,4935.496086039315,0.3500269478439328,1,0
56,3895.8572587677145,0.2482435524460488,0,0
65,3641.888026434722,0.17582612156758023,0,0
47,3645.2005149594893,0.4400909689141871,0,1
19,3904.500998863488,0.8988796932362666,0,0
49,7798.123285791981,0.3778280100916074,0,0
72,8341.306293316366,0.36361793102407947,1,0
62,3907.811924860059,0.8971200215686905,0,0
42,4825.599093382397,0.7092646346348126,0,0
42,4042.8419939361142,0.2477001198794222,0,0
21,6650.0547953616515,0.502178529789193,0,0
36,9901.282754839034,0.7898222844979226,0,0
65,8066.871878242159,0.14450786986489836,0,0
21,5585.808078767438,0.38204488350729204,0,0
60,9789.70569266752,1.0678593163309815,0,0
30,6121.4573614085075,0.19631644395025227,1,0
56,5786.2371588971655,0.44256089206837645,0,0
53,7297.737381758403,0.7617275756092012,0,0
40,5672.224893632233,0.12612355929216748,0,0
23,4041.1730177869777,0.6242637490072144,0,0
41,5709.798453199698,0.38287803280281874,1,0
61,3034.8449201929657,0.26542492381262495,0,0
50,6056.107292770288,0.7620790960659553,0,1
29,5226.834217024046,0.39281001121117265,0,0
58,7382.858260049305,0.19214711671887122,3,0
38,3935.4185517132146,0.2463476850238276,0,0
28,5802.753059705081,0.5591717819800773,0,0
72,5915.524207957744,0.800591816767874,0,0
61,6984.042805774225,0.4901131956751559,1,0
55,5138.646841376836,0.3294369087610249,0,0
46,6834.7793670732235,0.09945019805889166,0,0
65,5481.439809748031,0.11470202868232428,0,0
58,4890.205274703985,0.48826467733970536,1,1
20,4940.617118933085,0.33915450948091974,0,0
45,5015.488754499906,0.06910727557954795,0,0
37,6076.993228231577,0.4776159478114127,1,0
43,6473.271931154054,0.41085328583525405,0,0
41,9347.309735057825,0.1525768950755696,0,0
71,4806.774503515504,0.23959956407773175,0,0
69,5763.823337605231,0.33318632350434674,2,0
64,7818.594943246556,0.19141023421389097,0,0
38,3503.5255772745795,0.6142756227902239,0,0
71,6498.255633205513,0.8400985875400574,0,0
47,4674.677194964837,0.5680952446659454,0,0
21,4035.4295949631833,0.8687823424312857,0,0
53,6645.128033913355,0.2777551518061674,0,0
57,4575.524610619568,0.3563832540678139,0,0
27,6034.600472821322,0.44874848093633435,0,0
27,4924.955508742181,0.09810180309155844,1,0
59,5824.013770212131,0.4557992254080122,0,0
41,5995.317091719522,0.6988660088401821,0,0
21,4899.4195013445105,0.4978735293307897,0,0
64,7971.293291793457,0.7103990675071336,0,0
44,5417.413746446629,0.7545827504634015,0,0
68,3092.900009195454,0.2696494058956347,2,0
62,5168.204882522901,0.4302550433960348,1,0
21,4253.68098648671,0.6840652934466986,0,1
49,4099.696944832813,0.07514030949608765,1,0
27,4807.124478866193,0.4463335737932402,0,0
28,5167.232074236335,0.7026925971471454,0,0
45,5976.566928156741,0.35422413857786655,0,0
63,6174.528186254357,0.22627992150098497,2,0
25,3584.758963035455,0.5367061358360203,0,0
57,4122.733659315419,0.5715378550180354,1,0
39,6820.528138463236,0.28236617687368765,0,0
51,6259.211690517641,0.35992569390085505,1,0
62,5383.660928445292,1.0520942262983748,1,0
52,4443.134618995647,0.5521874280338654,0,0
52,6536.008876447541,0.21857547954123407,2,0
42,2603.9846585144046,0.30755197864856565,1,0
51,6520.607266292429,0.2911286669091564,0,0
23,5700.619257703214,0.456967420186153,0,0
58,5091.236465056192,0.5985594295402747,0,0
54,8744.99308940308,0.6011682944483006,0,0
18,6097.153934176518,0.19611197126904187,0,0
29,3919.81477262337,0.11050033562787814,0,0
52,9002.016931413533,0.8531557449995719,0,0
23,4337.246851737114,0.20624319978527453,0,0
71,7201.314165612132,0.6201293258489428,0,0
34,7328.569008388323,0.34625234999847637,0,0
26,4426.333206591191,0.4793795587940032,0,1
19,2718.8366352327103,0.22119167070474402,0,0
35,5946.765960224807,0.6761970179771678,0,0
66,4676.880516875004,0.16514237516789199,0,0
53,6687.473942442648,0.9518196174312621,0,0
74,3885.093682736711,0.614943991445465,0,0
45,6111.46478825002,0.7459040153219822,1,0
58,4394.493194397351,0.03818309862919994,0,0
70,4381.126803439276,0.11290978990875969,0,0
54,7738.781313334123,0.6563069438607485,2,0
66,3560.8641884357153,0.6778863637790222,0,0
43,3431.0374351529376,0.1426461911284187,0,0
21,7480.6721702530185,0.8058195738097873,0,0
57,4153.5838397429,0.3683902339423185,0,0
53,5409.838931390579,0.33281753246337303,1,0
68,3814.237001327948,0.22551387425441274,1,0
48,6158.156577944558,0.26373409615866206,0,0
47,6321.828783020934,0.24945345155828402,0,0
67,6429.286284166635,0.05979305575908792,0,0
51,5802.768546038235,0.15777668422499574,0,0
36,4088.130001488572,0.390806284058444,0,0
35,7270.1916807098105,0.3991057023122797,0,0
47,7430.588809679227,0.2586809259634895,0,0
38,8663.205642716155,0.7028438754127517,0,0
20,6780.243603542874,0.21350718454382467,0,0
23,4150.636357127971,0.8717434229802984,0,0
55,5309.883596437599,0.1255700673719926,0,0
30,4711.1323535461015,0.11603261933086784,0,0
62,3307.3810390088215,0.5002933604564098,0,0
71,6353.152401430225,0.4096532277613566,0,0
20,5147.405557093825,0.36078512698009546,0,0
65,6030.066946859829,0.44651495728728874,0,0
45,6321.785134068258,0.21570557696788373,0,0
39,6833.714667740231,0.29348411245799216,0,0
57,5420.699459901559,0.2965487010121256,0,0
57,8521.8427078653,0.39884184815049395,0,0
29,4397.633324224998,1.0804408110566344,0,0
40,5727.944790401326,0.32526038070848046,0,0
48,4101.320375133828,0.5237399402482164,0,0
35,4241.364974978065,0.6800376017938828,0,0
24,5271.85292936731,0.8446208209590522,1,0
25,6253.487445786358,0.561682380543037,1,0
36,4401.0805584614445,0.509639737951584,1,0
46,4727.306323024513,0.23515496349107415,0,0
61,6937.794129231058,0.21759163440678175,0,0
37,7896.349072872313,0.3783410203625625,0,0
67,4017.4711265062697,0.25690815590535954,0,0
59,6104.668981003151,0.1717337854308562,0,0
47,7434.392622049188,0.3939474074309207,1,0
64,4980.734420670477,0.7642118709809214,1,0
39,3898.537712104086,0.6859583601839849,0,0
27,5003.511226599307,0.09285561169455295,0,0
43,4503.08040280456,0.28601376004997203,0,1
68,3768.449887889549,0.6916844924438373,0,0
50,6579.885920878751,0.23717343772268362,0,0
45,6571.339831719818,0.3018812627047395,1,0
27,6530.318435444558,0.46323552123624046,1,0
46,5178.455797003614,0.47767128491311456,3,0
61,4901.843391567175,0.28481664033329146,0,0
35,3964.5905143397135,0.30477967386196114,1,1
59,3712.6264522924807,0.5945988061640968,0,0
18,3621.388732838033,0.5060951703252955,0,0
40,4594.779156178427,0.32876218386333195,0,0
34,4681.81882225815,0.10153531934133403,0,0
60,3247.8961631143684,0.35381419553292565,0,0
54,3121.517700791459,0.12560962602629516,0,0
48,7779.821771547993,0.3583373329920269,0,0
42,6507.391418479199,0.3993382131886485,0,0
70,4112.996917045828,0.5657934433640457,0,0
21,4870.4680579112,0.10374459868528024,0,1
69,6290.117422534064,0.5278609205761053,1,0
26,3452.180536016339,0.7623104779377994,0,0
74,4687.282661691641,0.8366801498472687,1,0
45,4891.7494342199825,0.2805979864926609,1,0
47,4161.924385508534,0.07341776372252903,0,0
64,2571.7732482106244,0.02622220121433298,0,0
41,8025.042662864406,0.6718669546216121,0,0
50,4672.9590048380105,0.5269697789772378,0,0
37,7365.849079634338,0.21323997611259013,0,0
26,4341.848162577782,0.2556183858734878,0,0
25,7219.658731660052,0.3217468726984093,0,0
41,8808.546657517869,0.541703930355442,1,0
31,8748.92664295778,0.35277147775865814,0,0
35,5604.58691102422,0.45854190984165366,0,0
74,3382.2129630895765,0.3189753428858296,0,0
70,4510.9651666033515,0.07930245757780233,1,0
73,3757.1467826361663,0.21470168865148806,0,0
18,3098.846208449093,0.32684264408559405,0,0
29,4004.402050463757,0.5978821155398317,1,1
46,4092.018469203017,0.2203043670479503,0,0
54,3940.3954347218946,0.49585057121182735,0,0
43,7861.351703709252,0.5635337120492243,0,0
50,4769.335224612869,0.35685016417690996,0,0
60,3542.5011526821836,0.49564233305686667,0,0
32,7841.960140941951,0.3503927419924886,1,0
40,3583.9247445829747,0.2790427490201305,0,0
46,6291.266777594387,0.7883012733003332,1,0
38,3748.3241201378682,0.15099545233233994,0,0
36,5504.561449508432,0.7207440062056115,0,0
22,6565.995904311114,0.4429170535149787,0,0
40,6841.879606483605,0.630082995801966,0,0
53,4876.8452064037065,0.4888549767033079,0,0
37,6352.167064541237,0.1583408614619572,0,0
25,4469.319350118052,0.3556233330261356,1,0
26,2986.832365380502,0.14159958091331312,1,0
31,6395.984251459535,0.23940091084118093,1,0
23,7665.048121344646,0.3357778722640606,1,0
18,6873.893673083283,0.6154382014815426,0,0
26,3296.4128607844855,0.34625218856752005,1,0
33,4727.405491294904,0.589626313852549,0,0
33,3287.4153360554214,0.5296386962935394,0,0
71,5525.648940798071,0.6671416472207307,2,0
29,3835.655766932027,0.7756629400424714,1,1
22,5726.653950226824,0.5028137866248641,0,0
57,5038.160176761938,0.903041165580909,0,0
46,6157.498150288318,0.3196251568129806,0,1
63,5787.909867883522,0.6054480040060072,0,0
44,5897.808621253435,0.2944372481361728,1,0
28,7815.663162429746,0.2638253781462605,0,0
70,4970.339967218986,0.6940788240132649,1,0
64,3819.8008671108087,0.3947884632579388,1,0
67,4487.497101371555,0.45237809571427673,0,0
45,4935.317491706965,0.15172805364259254,0,0
69,4615.055228161812,0.2101450480727813,1,0
53,5588.6420487938685,0.30030484304288424,2,0
59,9706.629571803289,0.6002495821983445,0,0
36,4428.730528331001,0.22760440732296475,0,1
71,4307.968978798755,0.5509211657994167,0,0
52,2615.5147070612647,0.3184434518912346,1,0
69,3717.34212393492,0.24478800810239576,0,0
48,9770.982269373753,0.6542606853357278,0,0
71,6061.69441146589,0.6048511997047427,0,0
61,4675.164872808846,0.2901114896790614,0,0
73,3403.655433941571,0.45898186776510963,0,0
36,5814.173416884866,0.23060081916250857,0,0
63,10102.636026775319,0.5922784463649231,0,0
41,3505.4681343909806,0.20128558860304785,0,0
19,5095.768295207812,0.45975308937172926,1,0
24,5038.951798547347,0.2255654629664875,0,0
60,5685.303377247853,0.07565101766397506,0,0
71,5382.613253528811,0.508060198691109,1,0
66,5407.803571925637,0.3149576119158478,0,0
48,3163.685326214425,0.13209704575840686,0,0
34,5828.636417747392,0.3234349118092648,1,0
44,5240.553205554705,0.1557427899537305,0,0
53,3211.653448582255,0.7419312586991064,0,0
67,4194.186931591253,0.48551342269573017,0,1
60,5213.398698793312,1.1316585485306732,0,0
27,6880.185583735065,0.7556316320717893,0,0
62,4940.742989853626,1.0565194351401186,0,0
31,4462.175025070013,0.04015242692657178,1,0
24,4842.246207329366,0.2184554203334769,0,0
56,5671.008329144586,0.7078582620109335,0,0
57,8657.79954065635,0.39047163203599594,0,0
26,7164.675354483466,0.2621886628332862,0,0
31,5608.568163341341,0.06854175478960918,0,0
74,6671.941285819929,0.43717504026334064,1,0
25,6353.035911695774,0.5863178913162569,0,0
34,3428.4852548565013,0.5403149798921173,3,0
74,8904.213658060355,0.9238806831208406,1,0
40,6278.079144771545,0.7558074585417626,1,0
74,6045.593924181154,0.08567055490895295,0,0
33,3800.2931971239336,0.6036126018844837,0,0
43,10348.664447133724,0.40488187379518775,0,0
26,5062.661121044682,0.7631104062342868,0,0
53,4144.884731079899,0.43144925842189286,0,0
24,3748.761577733136,0.20759560931251914,0,1
35,6301.184936094394,0.5665377412544602,0,0
25,4449.693959868378,0.39260268710380786,1,0
38,6714.454780108471,0.27400647682793705,0,0
43,4670.733477459332,0.4441717493146908,0,0
20,3952.250246649012,0.6447704702776789,0,0
34,3061.805764750622,0.39101982054436885,0,0
74,7006.1230798620945,0.7022382693475849,0,0
68,7662.077324965678,0.10996812713421342,1,0
63,3496.7997088808024,0.35413955206005526,0,1
41,2884.990332676139,0.3990702523429705,0,0
42,4319.860037547634,0.2809522005293449,1,0
22,4544.732201719826,0.15469763555401067,0,0
54,9890.262468951576,0.587058886612513,0,0
62,4603.185418818157,0.5581274309377005,3,0
67,4664.279996302394,0.44411108575452685,0,0
41,14359.18774172763,0.00840199673631596,0,0
48,3184.355767669429,0.31889226656296704,0,0
72,5596.253371159757,0.5480435221544226,0,0
43,2665.4330559239665,0.436816318295031,0,0
38,4570.996559808287,0.19081168863951342,0,0
51,7486.049169062249,0.17429453410074336,0,0
55,4815.091085961112,0.5464065454302982,0,0
41,4308.13141246339,0.6242764564597866,0,0
45,4252.53506764988,0.1710246810616484,0,0
47,3374.0566527099945,0.5253604849718536,0,0
51,5764.395341735949,0.2933993383503669,0,0
69,3914.1584247183905,0.19095039116873644,0,0
71,5078.210407967774,0.5281103070968771,0,0
73,2880.62543520196,0.4170463834257868,0,0
69,3923.804598876936,0.17738879834753699,1,0
40,4496.096214655401,0.807049078862371,0,0
72,5345.076485735272,0.333367089565213,0,0
25,6589.23096978959,0.32008227398773015,0,0
59,5635.737884315224,0.48599837391149503,1,0
67,4694.220606411785,0.794100744789566,0,0
27,16410.988377288028,0.6396877204345066,1,0
72,10833.947648290117,0.13325321477480515,0,0
18,5480.232536711403,0.39247694110290465,0,0
37,9116.835055269283,0.5167353480272697,0,0
74,2776.00856072572,0.6822831068029378,0,0
54,3807.7564155925456,0.3837855778827474,1,1
35,5257.55356055866,0.15361733167132896,0,0
38,4319.524882435031,0.22673925963825425,0,0
71,4305.401434807851,0.2094931264924706,1,0
66,4953.486812864028,0.374665281541076,0,0
21,4612.397343665563,0.25271963840442024,0,0
60,3464.1478785707927,0.1972307588128165,0,0
19,7801.156606100608,0.42114399385536944,0,0
38,4827.644193279336,0.10805250718195036,1,0
54,6280.978066146682,0.3574834919352573,1,0
22,2964.852449357889,0.6510658041193549,1,0
34,4988.028355399611,0.1956864168667503,0,0
66,4381.036106808404,0.731925365882113,0,1
65,4335.5716182526885,0.15313790778938047,0,0
28,4302.051002882494,0.13699307342333258,1,0
63,7434.202169860585,0.34079705814311206,0,0
58,5906.113693458198,0.8168548346738347,0,0
48,4607.152651262179,0.31776986249052697,0,0
45,6289.205285586118,0.9520120129413914,1,1
61,7574.298048125555,0.20868252584261116,2,0
49,7896.622480798287,0.8605780765105218,0,0
38,5160.191705502457,0.6138768233928714,0,0
24,5945.380900751417,0.41776585811329847,0,0
27,3074.913553859698,0.9751568804016564,0,0
45,7489.925716364664,0.594131875630108,0,0
65,5598.241419242311,0.3010063161145225,0,0
53,4168.7135450416445,0.33346313371760816,1,0
37,4039.0855664155233,0.2873519197627763,1,0
30,6364.800708978963,0.12374708387977736,0,0
36,4425.252259281337,0.5222509521427562,0,0
67,4165.475837876386,0.646335840210817,0,0
28,7032.446151018538,0.510857760337389,0,0
52,3644.8068712500544,0.696833316605307,0,0
51,12463.007370773163,0.5255658924631583,0,0
61,4698.154665894364,0.5083446339301836,0,0
21,4642.524860239582,0.25964496266455506,0,0
30,10329.343422180913,0.35135698815693955,1,0
54,8671.151528683256,0.8129272534959577,0,0
19,6901.4348787437175,0.24696847826635424,0,0
67,4409.98708432087,0.22093841958688512,1,0
18,5091.172657070076,0.5983609584281945,0,0
57,3370.622642869529,0.5587689747699769,0,0
42,5905.6897772368675,0.7820296555001474,1,0
54,3966.780161121124,0.11819826630415671,0,0
53,5835.256837268428,0.3495973578053057,0,0
23,5559.984860926801,0.22571069226076032,0,0
24,4059.4215496860365,0.33241227753601754,0,0
21,7441.751323540785,0.5876473302884639,0,0
52,3319.0370532236357,0.3506763222760626,1,0
58,5237.401716129028,0.18562372410358746,0,1
51,3192.042051532975,0.4136163214950671,1,0
46,3876.8694721681795,0.17393498975413976,0,0
22,5710.363614494925,0.2833135476077676,0,0
44,5188.906369899249,0.5341037067871044,0,0
50,3131.8353883512573,0.625441695264242,0,0
74,7430.331707615685,0.3274064107924188,0,0
63,6990.930031364657,0.19594341925328262,1,0
69,12755.292149699366,0.409784429754567,0,0
27,4298.195876955646,0.3642634025035846,0,0
71,5655.226547069796,0.144509884097834,1,0
23,5430.806102108561,0.09347345363238002,0,0
51,3715.351707273568,0.406219125633933,0,0
25,4044.886732034203,0.2485394900409454,0,0
48,7827.072109994958,0.20043798799574014,0,0
26,3260.2481837259866,0.23453927426486854,0,0
72,4655.33852618283,0.39952188672657063,0,0
38,6670.1177603040705,0.3574895976745069,0,0
25,2841.6928008618493,0.25256179081638996,0,0
21,8659.562133918778,0.2947782274470826,0,0
39,5251.088941378814,0.20924926983959324,0,0
45,9292.16940558867,0.34755926613128385,0,0
62,4750.56152482606,0.5212143770370875,0,0
21,4908.751978784359,0.35354507906443255,0,0
56,3081.5827234558687,0.7695285330294253,0,0
38,6095.274399714555,0.2634706788898851,0,0
25,5228.212000827663,0.20649437760504052,0,0
37,2927.384154691099,0.1369041576772547,0,0
49,4174.73693274924,0.3017781228395718,0,0
18,4273.734895904177,0.400655731870624,0,0
23,6237.380123129335,0.48222666434200706,0,0
45,4584.499180577424,0.19017127842129816,0,0
